"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
2.061533490E-1	3.110669367E-2	1.275374413E0	9.573683739E0	9.658310817E0
2.073492350E-1	1.914258115E-2	1.277767301E0	9.556933403E0	9.641993144E0
2.085450680E-1	-2.392822644E-3	1.280160069E0	9.554540634E0	9.639920241E0
2.097409530E-1	-7.178467698E-3	1.275374413E0	9.556933403E0	9.641659997E0
2.109368390E-1	0.000000000E0	1.275374413E0	9.559326172E0	9.644029073E0
2.121327240E-1	-1.196411345E-2	1.270588875E0	9.554540634E0	9.638661004E0
2.133286100E-1	-3.110669367E-2	1.261017561E0	9.564111710E0	9.646935561E0
2.145244430E-1	-4.785645381E-2	1.265803218E0	9.580862045E0	9.664236419E0
2.157203280E-1	-6.699903309E-2	1.270588875E0	9.592825890E0	9.676837991E0
2.169162140E-1	-8.853443712E-2	1.265803218E0	9.609575272E0	9.692988860E0
2.181120470E-1	-1.076770201E-1	1.265803218E0	9.623932838E0	9.707416516E0
2.193079330E-1	-1.316052526E-1	1.251446247E0	9.628718376E0	9.710594998E0
2.205038180E-1	-1.507478207E-1	1.229910851E0	9.640682220E0	9.719987617E0
2.216996510E-1	-1.722832322E-1	1.229910851E0	9.671789169E0	9.751198283E0
2.228955370E-1	-1.962114573E-1	1.232303619E0	9.702896118E0	9.782804517E0
2.240914220E-1	-2.153540403E-1	1.217946768E0	9.719645500E0	9.798024308E0
2.252873080E-1	-2.512463629E-1	1.210768223E0	9.734002113E0	9.812231223E0
2.264831410E-1	-2.799602449E-1	1.208375454E0	9.750752449E0	9.829329697E0
2.276790260E-1	-3.014956415E-1	1.186840057E0	9.779465675E0	9.855832681E0
2.288749120E-1	-3.373879790E-1	1.162911773E0	9.812965393E0	9.887390163E0
2.300707970E-1	-3.565305769E-1	1.150947690E0	9.827322960E0	9.900912645E0
2.312666300E-1	-3.708875179E-1	1.143769264E0	9.844072342E0	9.917233785E0
2.324625160E-1	-3.876372576E-1	1.134197950E0	9.863214493E0	9.935777160E0
2.336584010E-1	-3.852444589E-1	1.124626637E0	9.884750366E0	9.955977509E0
2.348542350E-1	-3.924229145E-1	1.115055323E0	9.901499748E0	9.971812342E0
2.360501200E-1	-4.067798555E-1	1.117448211E0	9.920642853E0	9.991662272E0
2.372460050E-1	-4.187439680E-1	1.110269666E0	9.944570541E0	1.001511500E1
2.384418910E-1	-4.211367965E-1	1.100698471E0	9.963713646E0	1.003316914E1
2.396377240E-1	-4.163511395E-1	1.088734269E0	9.978070259E0	1.004592339E1
2.408336100E-1	-4.259224236E-1	1.079162955E0	9.990034103E0	1.005717575E1
2.420294950E-1	-4.498506486E-1	1.064806104E0	9.994820595E0	1.006144206E1
2.432253800E-1	-4.570291340E-1	1.064806104E0	1.000199890E1	1.006889615E1
2.444212140E-1	-4.474578202E-1	1.083948612E0	1.000678444E1	1.007526168E1
2.456170990E-1	-4.378865361E-1	1.086341500E0	1.001874828E1	1.008698169E1
2.468129850E-1	-4.474578202E-1	1.071984529E0	1.003549862E1	1.010250473E1
2.480088180E-1	-4.546363056E-1	1.062413216E0	1.003310490E1	1.009943612E1
2.492047030E-1	-4.498506486E-1	1.057627559E0	1.002592659E1	1.009158787E1
2.504005890E-1	-4.426721931E-1	1.045663476E0	1.002592659E1	1.009002353E1
